OBJECTID,ORIG_FID,fault_name,section_name,fault_id,section_id,Location,linetype,age,dip_direction,slip_rate,slip_sense,mapped_scale,class,mapped_certainty,strike,total_fault_length,cooperators,earthquake,last_review,fault_url,symbology,ref_id,Fault_ID_num,Shape_Length,POINT_X,POINT_Y
62,1425,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.072230589756509,-120.181841303999988,42.596423918000028
63,1425,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.072230589756509,-120.180150235999974,42.590518843000041
64,1425,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.072230589756509,-120.179301548999945,42.585380031000057
65,1425,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.072230589756509,-120.181097039999941,42.579300364000062
66,1425,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.072230589756509,-120.180475957999988,42.573081762000072
67,1425,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.072230589756509,-120.177251440999953,42.567844710000031
68,1425,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.072230589756509,-120.182996391999950,42.565946304000079
69,1426,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.027435157951257,-120.176665814999978,42.642507901000045
70,1426,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.027435157951257,-120.179900505999967,42.637035340000068
71,1426,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.027435157951257,-120.176371041999971,42.632111959000042
72,1426,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.027435157951257,-120.172977996999975,42.626914752000062
73,1427,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.015396356271757,-120.170033476999947,42.655533088000027
74,1427,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.015396356271757,-120.173282103999952,42.650091030000056
75,1428,Abert Rim fault,Lake Abert section,829,a,Oregon,Well Constrained,latest Quaternary,W,Between 0.2 and 1.0 mm/yr,Normal,unspecified,A,Good,N14°E,77,Oregon Department of Geology and Mineral Industries ,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=a,latest Quaternary Well Constrained,829a,829,0.011797750189405,-120.161368486999947,42.674178051000069
76,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.008343128999968,42.824855680000042
77,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.012819841999942,42.820317795000051
78,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.016361717999985,42.815090545000032
79,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.018175940999981,42.809747526000081
80,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.018419588999961,42.804095178000068
81,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.022104395999975,42.798963180000044
82,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.026922490999993,42.794782778000069
83,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.032779588999972,42.792386445000034
84,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.036216160999970,42.787353085000063
85,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.040020228999992,42.782240468000055
86,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.045374806999973,42.778842837000070
87,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.050557200999947,42.775099520000026
88,1429,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,NW,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.089006823893489,-120.055887499999983,42.771568428000080
89,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.930364244999964,43.065865146000078
90,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.933782891999954,43.060499879000076
91,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.937660769999979,43.055441656000028
92,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.941555332999940,43.050395038000033
93,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.944489128999976,43.044840359000034
94,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.946822942999972,43.039007653000056
95,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.950210558999970,43.033649706000062
96,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.951696728999991,43.027434673000073
97,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.955807206999964,43.022709004000035
98,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.960373656999991,43.018371670000079
99,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.961942124999950,43.012241169000049
100,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.965417568999953,43.006927876000077
101,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.968995858999961,43.002279608000038
102,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.971828164999977,42.996550866000064
103,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.975339872999939,42.991224052000064
104,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.978632521999941,42.985815071000047
105,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.981248143999949,42.980036335000079
106,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.984526800999959,42.974571211000068
107,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.988350116999982,42.969478104000075
108,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.992149680999944,42.964347054000029
109,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.995598589999986,42.958967694000080
110,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-119.998976441999957,42.953538992000063
111,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-120.001385196999991,42.947633823000047
112,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-120.003178122999941,42.941509603000043
113,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-120.003493203999994,42.935189367000078
114,1430,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.169206816204328,-120.001597922999963,42.929126502000031
115,1431,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.041447695952449,-119.994328583999959,42.859935703000076
116,1431,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.041447695952449,-119.992073050999977,42.854033959000049
117,1431,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.041447695952449,-119.991410277999989,42.847700744000065
118,1431,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.041447695952449,-119.991656867999950,42.841346183000041
119,1431,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.041447695952449,-119.994128673999967,42.835505056000045
120,1431,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.041447695952449,-119.997840066999970,42.830334058000062
121,1432,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.071749999512324,-119.994614078999973,42.919797184000060
122,1432,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.071749999512324,-119.991489401999956,42.914220148000027
123,1432,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.071749999512324,-119.988425211999981,42.908608568000034
124,1432,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.071749999512324,-119.986397105999970,42.902548705000072
125,1432,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.071749999512324,-119.984407917999988,42.896479364000072
126,1432,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.071749999512324,-119.982308532999980,42.890445587000045
127,1432,Abert Rim fault,northern section,829,b,Oregon,Well Constrained,undifferentiated Quaternary,W,Less than 0.2 mm/yr,Normal,"1:100,000",A,Good,N17°E,77,U.S. Geological Survey,,3/28/2016 0:00:00,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=829&section_id=b,undifferentiated Quaternary Well Constrained,829b,829,0.071749999512324,-119.981157306999989,42.884170952000034
