OBJECTID,ORIG_FID,FCLASS,URBAN_CODE,ROUNDED_SPEED,Volume,Capacity,VCR,Artificial,Shape_Length,MODE_TYPE,MILES,POINT_X,POINT_Y
5583,117318,3,64945,40,13289.000000000000000,24998.066050198151061,0.531601123595505,0,923.167641831322953,road,0.573628630980101,-1326088.735699996352196,361415.778299998492002
5584,117319,3,64945,35,13077.000000000000000,18632.719325153400860,0.701829924650160,0,465.000895998961596,road,0.288937583261981,-1325958.164099998772144,362097.443599998950958
5585,117320,3,64945,50,11252.000000000000000,20685.494949494950561,0.543956043956043,0,1395.795791656794108,road,0.867305560567045,-1326503.069399997591972,356362.480000000447035
5586,117321,3,64945,55,11252.000000000000000,20685.494949494950561,0.543956043956043,0,525.956273369547489,road,0.326813423020188,-1325760.023699998855591,355753.254599999636412
5587,117322,3,64945,55,14817.000000000000000,20373.375000000000000,0.727272727272727,0,1391.455481706233059,road,0.864608622392273,-1325083.505999997258186,355080.108199998736382
5588,117323,3,64945,50,15513.000000000000000,21838.559482758599188,0.710349050826700,0,2191.770791423240098,road,1.361900505971160,-1324974.293799996376038,356260.809300001710653
5589,117324,3,64945,50,13943.000000000000000,21325.768345323751419,0.653809971777985,0,735.000646044426503,road,0.456707314311381,-1324632.366899996995926,354865.407400000840425
5590,117325,3,64945,40,15513.000000000000000,20688.457758620701497,0.749838396897220,0,738.442318106400990,road,0.458845865906708,-1324925.646499998867512,357686.000300001353025
5591,117326,3,64945,35,6940.000000000000000,8135.132901751700047,0.853089935200154,0,859.944067452395984,road,0.534343401761377,-1325684.631999999284744,360866.803399998694658
5592,117327,3,64945,35,4096.000000000000000,7056.346281909000027,0.580470378912850,0,924.872235238371559,road,0.574687814099348,-1324808.833200000226498,360695.444400001317263
5593,117328,3,64945,40,15808.000000000000000,20689.489001692050806,0.764059469941821,0,1249.496997029001022,road,0.776399885938001,-1324729.774199999868870,358660.431899998337030
5594,117329,3,64945,40,12849.000000000000000,20684.887096774200472,0.621178154847352,0,1357.438525719659310,road,0.843471508168923,-1324485.229999996721745,359940.620400000363588
5595,117330,3,64945,35,8758.000000000000000,23433.779257849648275,0.373733997561078,0,8.026039346010725,road,0.004987139663075,-1331082.295599997043610,349861.237599998712540
5596,117331,3,64945,35,10686.000000000000000,21981.735186539848655,0.486130867709817,0,116.117159677141061,road,0.072151713644082,-1331021.124200001358986,349850.705299999564886
5597,117332,3,64945,40,11181.000000000000000,25563.718120805351646,0.437377690802348,0,464.290681843129960,road,0.288496277527841,-1329613.175599999725819,346326.263700000941753
5598,117333,3,64945,55,10836.000000000000000,29071.969230769249407,0.372730168843581,0,922.060491213545447,road,0.572940680856649,-1325735.943300001323223,328979.699099998921156
5599,117334,3,64945,60,15486.000000000000000,20494.209844559598423,0.755628058727569,0,543.025358684187381,road,0.337419639700070,-1324965.377300001680851,336985.401000000536442
5600,117335,3,64945,40,15521.000000000000000,19392.890995260648197,0.800344827586210,0,495.735834984360736,road,0.308035350747069,-1325067.316399998962879,337494.679400000721216
5601,117336,3,64945,60,15599.000000000000000,20493.985212173149193,0.761150153984421,0,739.382401967387295,road,0.459430005767930,-1325186.199500001966953,338100.662099998444319
5602,117337,3,64945,45,16094.000000000000000,21142.180307436650764,0.761227071473749,0,923.428831223834095,road,0.573790926219734,-1324642.386600002646446,339686.555300001055002
5603,117338,3,64945,40,12956.000000000000000,19849.251031991749187,0.652719842129982,0,927.376464183281655,road,0.576243866712371,-1324266.008299998939037,361061.795699998736382
5604,117339,3,64945,50,15051.000000000000000,20707.661928032001015,0.726832418469486,0,1582.423969594609616,road,0.983270702066600,-1326912.575000002980232,364930.780499998480082
5605,117340,3,64945,35,7032.000000000000000,18546.816365366299578,0.379148629148630,0,924.781310348853253,road,0.574631316105340,-1325824.947899997234344,362779.378100000321865
5606,117341,3,64945,35,13808.000000000000000,27656.120096852300776,0.499274661508704,0,1454.920453806474825,road,0.904043848900898,-1325593.601899996399879,363946.478599999099970
5607,117342,3,64945,50,15051.000000000000000,21041.980008884951530,0.715284397839210,0,691.972223642221024,road,0.429970745656475,-1325794.458400003612041,364727.320099998265505
5608,117343,3,64945,50,15051.000000000000000,21041.980008884951530,0.715284397839210,0,68.910903974137057,road,0.042819164922061,-1325421.083800002932549,364654.364900000393391
5609,117344,3,64945,40,13808.000000000000000,29280.984019370451279,0.471568851335921,0,822.328785025247953,road,0.510970395619382,-1325376.868900001049042,365064.284800000488758
5610,117345,3,64945,40,13819.000000000000000,29128.874213836501440,0.474408997016295,0,818.155848773263870,road,0.508377458431240,-1325221.291799999773502,365869.632399998605251
5611,117346,3,64945,45,4289.000000000000000,20401.187207488299464,0.210232863233847,0,1512.742834649522820,road,0.939972938765021,-1325344.155900001525879,367000.416400000452995
5612,117347,3,64945,45,6345.000000000000000,20179.893572181248601,0.314421876275247,0,1306.828287375064974,road,0.812023826924815,-1325845.201300002634525,368304.947099998593330
5613,117348,3,64945,45,9685.000000000000000,21282.921270718248707,0.455059710873665,0,1308.496286181595224,road,0.813060271258987,-1324744.458300001919270,364525.972100000828505
5614,117349,3,64945,40,11843.000000000000000,19079.336815358550666,0.620723881265441,0,1384.666248931502651,road,0.860389997165929,-1324044.119699999690056,362196.313400000333786
5615,117350,3,64945,40,9267.000000000000000,18600.861471861451719,0.498202731847591,0,1253.294106927780604,road,0.778759295924033,-1323667.109300002455711,363453.491799999028444
5616,117351,3,64945,25,8150.000000000000000,16896.073420836750302,0.482360593316856,0,735.733736738318498,road,0.457162834838819,-1323750.664300002157688,364301.632100000977516
5617,117352,3,64945,40,14977.000000000000000,29968.372767857148574,0.499760201063160,0,2708.288994722067855,road,1.682849395868180,-1328251.193400003015995,358284.470600001513958
5618,117353,3,64945,45,7444.000000000000000,36914.049272116448265,0.201657638400102,0,222.845768323669262,road,0.138469663808442,-1328302.884199999272823,360797.212299998849630
5619,117354,3,64945,45,7444.000000000000000,33568.478615071297099,0.221755656112990,0,237.902671677383125,road,0.147825571084889,-1327820.020700000226498,360763.949900001287460
5620,117355,3,64945,45,9239.000000000000000,33552.955701394603238,0.275355771402756,0,276.280374300940196,road,0.171672322225821,-1327563.988700002431870,360764.664000000804663
5621,117356,3,64945,50,15125.000000000000000,21223.143236074251035,0.712665406427220,0,2172.589992474151586,road,1.349982133896900,-1329525.485500000417233,349580.811799999326468
5622,117357,3,64945,45,8681.000000000000000,13450.963496637850767,0.645381277123370,0,794.737246277667509,road,0.493825842581309,-1334894.858699999749660,356655.812500000000000
5623,117358,3,64945,25,11907.000000000000000,20979.880952380950475,0.567543735211170,0,1405.340514108173011,road,0.873236364274602,-1331427.704000003635883,357803.434399999678135
5624,117359,3,64945,45,11907.000000000000000,26575.071778711499064,0.448051470910357,0,300.327350239132102,road,0.186614390450041,-1331274.004900000989437,358642.284299999475479
5625,117360,3,64945,40,10355.000000000000000,13681.606280193249404,0.756855575868375,0,2.946632103234117,road,0.001830948641167,-1328328.959299996495247,344042.503400001674891
5626,117361,3,64945,40,4900.000000000000000,13158.333333333350311,0.372387587080429,0,33.921526103664817,road,0.021077816961826,-1328310.563500002026558,344041.315299998968840
5627,117362,3,64945,40,4900.000000000000000,13733.333333333350311,0.356796116504853,0,215.109586216313232,road,0.133662632723110,-1328186.303499996662140,344033.343299999833107
5628,117363,3,64945,40,15972.000000000000000,25717.725730688951444,0.621050250214800,0,479.374410214969373,road,0.297868853064447,-1331259.314099997282028,348277.003499999642372
5629,117364,3,64945,45,6835.000000000000000,13437.592682926850102,0.508647654477888,0,1596.734674881792671,road,0.992162944288134,-1336102.614000000059605,349952.009100001305342
5630,117365,3,64945,45,5304.000000000000000,13360.075471698099136,0.397003745318352,0,5.083840671617700,road,0.003158945821363,-1335960.451399996876717,350740.193199999630451
5631,117366,3,64945,45,5378.000000000000000,13365.789147286799562,0.402370555208984,0,1595.838269110940928,road,0.991605944679573,-1335817.320699997246265,351527.753699999302626
5632,117367,3,64945,25,5526.000000000000000,13378.631221719449968,0.413046739118489,0,804.154041266559261,road,0.499677156007961,-1335604.139399997889996,352708.602899998426437
